['7053.737'],['6584909.0'],['0.025509793']
['7203.7188'],['5690845.5'],['0.020903438']
['7784.212'],['5610033.0'],['0.02158001']
['7562.4087'],['5367161.5'],['0.021681681']
['7801.7524'],['5578518.0'],['0.02158001']
['7940.519'],['5968692.0'],['0.021953039']
['8327.395'],['4848189.0'],['0.019489858']
['7623.75'],['6268435.5'],['0.022803178']
['7640.217'],['4544273.5'],['0.0184197']
['7444.8164'],['5454898.0'],['0.021613894']
['7432.079'],['4953335.0'],['0.020195404']
['7133.749'],['6936356.0'],['0.02530321']
['7328.61'],['6896105.5'],['0.024650097']
['8021.3657'],['6329570.5'],['0.021444524']
['7982.003'],['5115575.0'],['0.020869665']
['7329.141'],['5607928.0'],['0.021376811']
['7581.261'],['5313502.5'],['0.020802138']
['8153.586'],['5313502.5'],['4509720.5']
