['39801.152'],['23351416.0'],['0.08012268']
['50634.875'],['19604682.0'],['0.07396753']
['49064.344'],['19155522.0'],['0.06975409']
['46538.12'],['24787212.0'],['0.08371191']
['44532.887'],['20579610.0'],['0.07551848']
['45446.19'],['19628568.0'],['0.07322239']
['46908.957'],['21019658.0'],['0.07954082']
['49599.45'],['20347114.0'],['0.06773191']
['41468.164'],['20095068.0'],['0.06910936']
['39083.406'],['21626088.0'],['0.076469034']
['44799.85'],['24990496.0'],['0.08142537']
['47531.613'],['18660020.0'],['0.06650137']
['46462.06'],['20360396.0'],['0.07423034']
['43736.004'],['21711752.0'],['0.07637011']
['44644.04'],['20738612.0'],['0.07490553']
['44839.234'],['18862492.0'],['0.06687377']
['45767.094'],['20358600.0'],['0.07262723']
['43283.965'],['19113366.0'],['0.067974344']
['46700.285'],['19832764.0'],['0.070732854']
['46007.168'],['20424520.0'],['0.07268169']
['42720.605'],['20124164.0'],['0.0715789']
['44136.504'],['20878906.0'],['0.070332415']
['44008.855'],['17744560.0'],['0.0626218']
['44551.88'],['17744560.0'],['18449616.0']
