['60977.11'],['38644000.0'],['0.13089216']
['72516.55'],['33308862.0'],['0.10402479']
['55832.24'],['30331206.0'],['0.103729196']
['55487.484'],['38007100.0'],['0.11821792']
['61192.32'],['36987388.0'],['0.12314278']
['73877.96'],['38670170.0'],['0.12419948']
['75694.555'],['30659276.0'],['0.09944223']
['58846.02'],['37640356.0'],['0.1223903']
['61541.473'],['41435030.0'],['0.13054527']
['64621.875'],['40791950.0'],['0.12676351']
['65520.227'],['38440868.0'],['0.120420806']
['67397.33'],['39611628.0'],['0.12984756']
['78114.56'],['39142876.0'],['0.12908582']
['75000.68'],['37127204.0'],['0.11636975']
['57707.707'],['36331588.0'],['0.11353897']
['58444.69'],['35491844.0'],['0.11126485']
['60654.492'],['36601544.0'],['0.118544705']
['60598.55'],['36601544.0'],['36267148.0']
