['44773.71'],['12764787.0'],['0.05445402']
['32954.05'],['18979944.0'],['0.0717761']
['44721.273'],['21400272.0'],['0.07352094']
['45601.895'],['21191298.0'],['0.07302757']
['48126.16'],['16046958.0'],['0.06019053']
['30774.76'],['10931435.0'],['0.046903547']
['26223.055'],['19280202.0'],['0.071667686']
['45634.84'],['18750246.0'],['0.070604034']
['44513.207'],['20240410.0'],['0.074785896']
['46726.53'],['19672568.0'],['0.07253909']
['44346.023'],['17479280.0'],['0.06712296']
['46463.434'],['16466944.0'],['0.06502239']
['35606.48'],['13425230.0'],['0.0559448']
['31265.467'],['21708484.0'],['0.07315356']
['45179.17'],['27925050.0'],['0.07832414']
['47054.81'],['19417452.0'],['0.069658644']
['41284.633'],['23055488.0'],['0.07439789']
['44394.125'],['23055488.0'],['16856256.0']
