['91719.75'],['33701436.0'],['0.12632838']
['102446.984'],['32165648.0'],['0.12618136']
['110238.305'],['33059504.0'],['0.11841298']
['99451.26'],['33373948.0'],['0.12011428']
['99580.086'],['32383612.0'],['0.123519845']
['100856.33'],['31784880.0'],['0.12214078']
['103007.42'],['31623938.0'],['0.117272444']
['105411.95'],['31429872.0'],['0.12049078']
['100872.05'],['33019960.0'],['0.12470634']
['99785.57'],['33702530.0'],['0.12548184']
['100974.91'],['32972318.0'],['0.12507594']
['108696.62'],['33001112.0'],['0.12585028']
['107647.59'],['32963328.0'],['0.12728173']
['100979.77'],['32645042.0'],['0.121092044']
['103476.2'],['33592420.0'],['0.12801251']
['104790.27'],['34936704.0'],['0.13512625']
['105019.7'],['34431476.0'],['0.12979342']
['101208.5'],['35163780.0'],['0.12914078']
['104532.29'],['34501588.0'],['0.12993822']
['100988.37'],['30730452.0'],['0.11677664']
['91589.266'],['31597974.0'],['0.11447598']
['93559.61'],['31001936.0'],['0.116203375']
['94325.67'],['29932436.0'],['0.11524512']
['95434.61'],['29932436.0'],['28730264.0']
