['9553.55'],['4739894.5'],['0.0273328']
['7059.582'],['4503468.0'],['0.025517821']
['5026.4233'],['5272905.0'],['0.031480603']
['9287.372'],['5475908.0'],['0.032096762']
['10207.838'],['5303689.5'],['0.031564966']
['9139.67'],['5380647.5'],['0.033065096']
['9566.505'],['4692367.0'],['0.026853157']
['5826.053'],['5587401.0'],['0.033910606']
['9687.168'],['5426955.5'],['0.03298267']
['10140.46'],['5109594.5'],['0.03117034']
['9741.19'],['4597991.0'],['0.026913283']
['6295.059'],['4677489.0'],['0.027541652']
['5702.4756'],['5805401.5'],['0.034018878']
['9550.772'],['5937112.5'],['0.035909418']
['9900.705'],['5512717.0'],['0.032347158']
['9630.645'],['5850262.5'],['0.03648329']
['9799.565'],['5876452.5'],['0.03658703']
['9443.449'],['5719027.0'],['0.0322916']
['5444.9165'],['4700255.0'],['0.027123343']
['5084.675'],['5642106.0'],['0.03418093']
['9398.151'],['5265925.5'],['0.03139613']
['9260.494'],['5516385.0'],['0.03215249']
['9059.548'],['5683797.0'],['0.032096762']
['9654.567'],['5683797.0'],['6118157.0']
