['3029.8887'],['3470814.8'],['0.03050347']
['3175.9666'],['3460161.5'],['0.03821583']
['4070.1174'],['4017756.8'],['0.04382373']
['3287.536'],['3275637.0'],['0.0384856']
['3489.7097'],['3968782.2'],['0.04147248']
['3291.3127'],['3974242.5'],['0.04002699']
['3643.3198'],['3598413.5'],['0.038035076']
['3175.9666'],['1453102.0'],['0.02965463']
['2644.1904'],['1310687.2'],['0.0276972']
['2676.9705'],['1790243.1'],['0.030292466']
['3069.3625'],['1917928.4'],['0.029225359']
['3155.1892'],['996327.4'],['0.026861934']
['2943.1064'],['1451527.0'],['0.02933298']
['3588.7136'],['2388712.0'],['0.032771975']
['3323.2043'],['1468252.8'],['0.027586505']
['2811.3657'],['1381435.5'],['0.028520849']
['3028.3132'],['2749756.2'],['0.03170123']
['2798.5522'],['1413752.1'],['0.029009506']
['3093.1255'],['1845572.4'],['0.030292466']
['2823.1707'],['1295004.1'],['0.02753108']
['2902.608'],['4024333.8'],['0.040670935']
['3349.2258'],['3823277.5'],['0.043348897']
['3266.519'],['1956585.6'],['0.030870797']
['3150.4006'],['1956585.6'],['2137841.0']
