['21630.53'],['19199982.0'],['0.050447505']
['22867.299'],['15991663.0'],['0.04535122']
['22897.611'],['11925453.0'],['0.037434958']
['22235.098'],['10896447.0'],['0.034591947']
['21470.691'],['14289792.0'],['0.039891016']
['23995.092'],['19265822.0'],['0.049982782']
['23036.502'],['17386340.0'],['0.047026794']
['21881.863'],['14753192.0'],['0.042529237']
['21807.475'],['10670247.0'],['0.035045873']
['21518.572'],['15344147.0'],['0.04390996']
['22761.299'],['16694719.0'],['0.04610185']
['21400.541'],['15637555.0'],['0.04488969']
['22053.318'],['12819578.0'],['0.03851896']
['23391.207'],['12925321.0'],['0.037948187']
['20867.848'],['15097663.0'],['0.040578194']
['20686.754'],['15326900.0'],['0.04235685']
['19933.607'],['13348123.0'],['0.039891016']
['21302.355'],['14766840.0'],['0.043276776']
['21474.38'],['21785480.0'],['0.059384193']
['20429.486'],['17607022.0'],['0.047316078']
['21245.672'],['21213242.0'],['0.054817088']
['23135.158'],['16421686.0'],['0.047779173']
['22484.332'],['19340654.0'],['0.049866647']
['22123.338'],['19340654.0'],['17333664.0']
