['17468.162'],['9066595.0'],['0.04737755']
['19937.008'],['7595240.0'],['0.026138486']
['20234.566'],['6902618.5'],['0.02315607']
['17723.22'],['7492714.5'],['0.024751205']
['19392.033'],['7290897.5'],['0.023939524']
['18255.867'],['7201928.0'],['0.024577936']
['18532.504'],['7499385.5'],['0.026138486']
['20467.094'],['7006128.5'],['0.024192752']
['17666.738'],['6629231.0'],['0.022994643']
['17771.627'],['6908465.5'],['0.023772271']
['18220.951'],['7902444.5'],['0.025682256']
['18467.686'],['7393476.0'],['0.025234384']
['18379.693'],['7579698.5'],['0.024925767']
['19580.32'],['9407432.0'],['0.03243165']
['19971.418'],['7288709.5'],['0.024577936']
['19174.55'],['8454337.0'],['0.029946527']
['19513.016'],['8227069.0'],['0.029007785']
['18270.967'],['7928114.5'],['0.02559202']
['17599.162'],['7670552.5'],['0.02669718']
['18056.748'],['7655825.0'],['0.02559202']
['18095.111'],['7523040.5'],['0.027316513']
['17247.777'],['6975982.0'],['0.024969611']
['17052.246'],['7279784.5'],['0.025013536']
['17551.89'],['7279784.5'],['7215753.0']
