['1781.7723'],['1601919.8'],['0.012088823']
['2661.7317'],['1157677.2'],['0.011009359']
['2057.901'],['1607561.6'],['0.012164534']
['1749.2533'],['1131556.0'],['0.012575697']
['2055.3972'],['1584652.2'],['0.0120484475']
['2277.7273'],['1569247.8'],['0.01253399']
['2279.276'],['1591007.9'],['0.012503644']
['2267.1873'],['1532912.4'],['0.012199913']
['1851.1857'],['1484432.0'],['0.012233669']
['1486.1062'],['1345487.5'],['0.011294408']
['1780.5112'],['1479926.9'],['0.011226208']
['1897.6078'],['1476358.6'],['0.011547371']
['1576.5061'],['909203.5'],['0.01069083']
['1673.1301'],['1101553.1'],['0.011294408']
['1963.8231'],['1080653.4'],['0.010932921']
['1851.1857'],['900949.4'],['0.010337411']
['1957.257'],['1270997.5'],['0.011009359']
['2080.1597'],['1583699.8'],['0.012233669']
['1692.6971'],['1541419.5'],['0.0119170025']
['1592.3046'],['1600263.4'],['0.012199913']
['1768.4731'],['1436894.6'],['0.011605759']
['2048.354'],['1138615.5'],['0.0105185695']
['1752.4749'],['1493097.6'],['0.010932921']
['1649.1771'],['1493097.6'],['914182.9']
