['9404.159'],['5783712.0'],['0.031221423']
['21697.742'],['5708406.5'],['0.031826317']
['11540.312'],['5737766.5'],['0.03153436']
['10243.521'],['5725210.5'],['0.031309996']
['9746.314'],['5727732.5'],['0.031394057']
['10331.061'],['5694346.0'],['0.031907905']
['9932.393'],['5738801.0'],['0.031309996']
['10585.078'],['5699640.5'],['0.03186668']
['9620.873'],['5709832.5'],['0.031619716']
['9355.725'],['5649122.0'],['0.033354342']
['11390.697'],['5672589.5'],['0.0323681']
['10212.651'],['5682840.5'],['0.032293476']
['10504.359'],['5713432.0'],['0.031748187']
['10189.637'],['5702841.0'],['0.031710412']
['9399.091'],['5688327.5'],['0.032036785']
['10013.302'],['5537535.0'],['0.03588726']
['9687.82'],['5703735.0'],['0.032059025']
['10386.036'],['5696608.0'],['0.032036785']
['10463.431'],['5683435.5'],['0.03217351']
['10415.203'],['5649616.5'],['0.033420503']
['10168.864'],['5651375.0'],['0.033321604']
['10428.663'],['5566976.5'],['0.034443833']
['10581.154'],['5669627.5'],['0.032269046']
['9442.448'],['5669627.5'],['5655979.0']
