['16749.535'],['19569102.0'],['0.047360424']
['15844.598'],['21452488.0'],['0.050908633']
['17756.174'],['20623312.0'],['0.050367527']
['18371.094'],['20457662.0'],['0.050518624']
['18700.41'],['20470756.0'],['0.049816933']
['15882.487'],['23189350.0'],['0.05158818']
['11062.109'],['21466478.0'],['0.05092757']
['17867.674'],['22492234.0'],['0.051581156']
['17344.727'],['20763420.0'],['0.049302317']
['17167.299'],['22038872.0'],['0.05068146']
['18476.88'],['18605552.0'],['0.049585734']
['17737.535'],['18345780.0'],['0.046542615']
['15602.992'],['20877390.0'],['0.049784854']
['11552.632'],['19730184.0'],['0.048918687']
['18057.078'],['20472848.0'],['0.04994211']
['17528.232'],['19547224.0'],['0.049114622']
['16985.184'],['15679538.0'],['0.04070376']
['15309.106'],['15679538.0'],['18545622.0']
