['19204.287'],['10408903.0'],['0.04831971']
['17990.29'],['12855924.0'],['0.054665875']
['19353.23'],['12133361.0'],['0.06375629']
['17888.54'],['13510326.0'],['0.07502388']
['21827.74'],['11256152.0'],['0.0561794']
['18817.518'],['14205043.0'],['0.07502388']
['20673.295'],['11963272.0'],['0.06563445']
['21623.576'],['10810191.0'],['0.05226985']
['22757.986'],['14382314.0'],['0.074048355']
['23112.38'],['14587642.0'],['0.07598148']
['22071.35'],['13290289.0'],['0.07331795']
['24691.12'],['13940434.0'],['0.07637936']
['20488.61'],['13301410.0'],['0.0734229']
['18949.623'],['13010580.0'],['0.06628823']
['20088.312'],['12081392.0'],['0.05892407']
['20112.922'],['12948344.0'],['0.06461105']
['20913.717'],['13362424.0'],['0.059317533']
['21210.562'],['13362424.0'],['10474026.0']
