['5850.728'],['4198.208'],['0.01921792']
['4198.219'],['6359.517'],['0.021121912']
['6359.5283'],['5757.445'],['0.021493286']
['5757.457'],['5624.49'],['0.020996785']
['5624.503'],['4840.238'],['0.024148809']
['4840.25'],['3487.6128'],['0.01701356']
['3487.6223'],['5603.7153'],['0.022454752']
['5603.7275'],['5804.989'],['0.021898948']
['5805.001'],['5602.8833'],['0.026679879']
['5602.896'],['5421.917'],['0.019262865']
['5421.9297'],['5617.846'],['0.021411274']
['5617.858'],['3539.837'],['0.016817426']
['3539.8464'],['2603.2947'],['0.020744506']
['2603.3013'],['5696.5146'],['0.023375453']
['5696.5273'],['5291.2896'],['0.024612911']
['5291.3022'],['5281.0547'],['0.023967352']
['5281.067'],['5252.0107'],['0.023224771']
['5252.0234'],['142120.73'],['5831.956']
