['9877.762'],['3784030.5'],['0.023597514']
['10013.199'],['3360697.0'],['0.023082256']
['7736.762'],['3658211.5'],['0.023859248']
['8012.641'],['3542236.8'],['0.02026954']
['9226.343'],['3748084.0'],['0.023693055']
['9908.0625'],['3431322.2'],['0.02289056']
['7940.8296'],['3313594.2'],['0.022635186']
['7688.8794'],['3613450.5'],['0.02341714']
['8312.51'],['3184003.0'],['0.0221126']
['9288.585'],['3056502.2'],['0.021808513']
['8457.645'],['3092148.0'],['0.022063967']
['7875.685'],['3256201.5'],['0.021754924']
['8210.157'],['3595111.5'],['0.023727577']
['9368.792'],['3430400.0'],['0.02341714']
['8528.57'],['3408438.8'],['0.023082256']
['9463.849'],['3456963.0'],['0.022785397']
['9285.058'],['3074078.8'],['0.021532027']
['8785.491'],['3068304.2'],['0.021645196']
['7636.1235'],['3585506.5'],['0.02360539']
['8244.351'],['3135790.5'],['0.021532027']
['7904.412'],['3439468.0'],['0.022785397']
['8146.889'],['3274541.5'],['0.021700487']
['9573.422'],['3450743.2'],['0.02289056']
['9217.831'],['3450743.2'],['3258813.0']
