['40842.05'],['45917510.0'],['0.12207361']
['51359.41'],['34731690.0'],['0.09759932']
['44952.566'],['44842084.0'],['0.12674351']
['47102.227'],['40643500.0'],['0.12000903']
['49506.695'],['40469136.0'],['0.117278494']
['51047.38'],['38571584.0'],['0.12338433']
['49639.453'],['43151684.0'],['0.12450586']
['47606.305'],['47578256.0'],['0.13891819']
['57602.453'],['47626850.0'],['0.1382783']
['54729.78'],['46191010.0'],['0.1347933']
['55569.59'],['45073960.0'],['0.12319724']
['48552.19'],['44803124.0'],['0.11586216']
['31010.426'],['37157530.0'],['0.09750263']
['34913.824'],['40564496.0'],['0.1122621']
['36422.81'],['35838064.0'],['0.10290044']
['36501.727'],['32154184.0'],['0.09488802']
['35490.96'],['31342148.0'],['0.09982017']
['38222.58'],['52189504.0'],['0.14591315']
['34265.85'],['32339446.0'],['0.09517892']
['30602.58'],['38112910.0'],['0.10711719']
['35739.895'],['33574696.0'],['0.09788933']
['36575.273'],['31490982.0'],['0.091681935']
['38791.23'],['35896296.0'],['0.105586335']
['37326.52'],['35896296.0'],['35266150.0']
